起站,訖站,全票票價,敬老卡愛心卡愛心陪伴卡及新北市兒童優惠票價,臺北市兒童優惠票價,距離
小南門,先嗇宮,30,12,18,8.98
小南門,三重,25,10,15,7.76
小南門,菜寮,25,10,15,6.89
小南門,台北橋,25,10,15,5.9
小南門,大橋頭,20,8,12,4.57
小南門,民權西路,20,8,12,3.91
小南門,中山國小,20,8,12,4.62
小南門,行天宮,20,8,12,4.92
小南門,松江南京,20,8,12,4.12
小南門,忠孝新生,20,8,12,3.52
小南門,東門,20,8,12,2.32
小南門,蘆洲,30,12,18,10.58
小南門,三民高中,30,12,18,9.41
小南門,徐匯中學,30,12,18,8.51
小南門,三和國中,25,10,15,7.68
小南門,三重國小,25,10,15,6.45
小南門,迴龍,35,14,21,13.24
小南門,丹鳳,35,14,21,11.84
小南門,大坪林,25,10,15,7.24
小南門,十四張,30,12,18,8.79
小南門,秀朗橋,30,12,18,8.23
小南門,景平,25,10,15,7.33
小南門,景安,25,10,15,6.24
小南門,中和,25,10,15,7.77
小南門,橋和,30,12,18,8.4
小南門,中原,30,12,18,9.14
小南門,板新,30,12,18,8.25
小南門,板橋,25,10,15,7.36
小南門,新埔民生,25,10,15,6.08
小南門,頭前庄,25,10,15,7.71
小南門,幸福,30,12,18,8.87
小南門,新北產業園區,30,12,18,10.11
頂溪,松山機場,30,12,18,9.46
頂溪,中山國中,25,10,15,7.98
頂溪,南京復興,25,10,15,7.05
頂溪,忠孝復興,25,10,15,6.04
頂溪,大安,25,10,15,5.17
頂溪,科技大樓,25,10,15,5.92
頂溪,六張犁,25,10,15,7.05
頂溪,麟光,25,10,15,7.87
頂溪,辛亥,30,12,18,9.47
頂溪,萬芳醫院,30,12,18,10.23
頂溪,萬芳社區,35,14,21,11.37
頂溪,木柵,35,14,21,11.89
頂溪,動物園,35,14,21,12.57
頂溪,大直,35,14,21,12.05
頂溪,劍南路,35,14,21,13.38
頂溪,西湖,40,16,24,14.66
頂溪,港墘,40,16,24,15.49
頂溪,文德,40,16,24,16.5
頂溪,內湖,45,18,27,17.63
頂溪,大湖公園,45,18,27,18.11
頂溪,葫洲,40,16,24,16.49
頂溪,東湖,40,16,24,15.63
頂溪,南港軟體園區,40,16,24,14.59
頂溪,南港展覽館,35,14,21,13.95
頂溪,小碧潭,30,12,18,9.63
頂溪,新店,30,12,18,9.69
頂溪,新店區公所,30,12,18,8.58
頂溪,七張,25,10,15,7.68
頂溪,大坪林,25,10,15,6.83
頂溪,景美,25,10,15,6.54
頂溪,萬隆,25,10,15,5.48
頂溪,公館,20,8,12,3.92
頂溪,台電大樓,20,8,12,3.02
頂溪,古亭,20,8,12,2.14
頂溪,中正紀念堂,20,8,12,3.07
頂溪,小南門,20,8,12,3.83
頂溪,頂溪,20,8,12,0
頂溪,永安市場,20,8,12,1.33
頂溪,景安,20,8,12,2.41
頂溪,南勢角,20,8,12,3.22
頂溪,台大醫院,20,8,12,4.06
頂溪,台北車站,20,8,12,4.69
頂溪,台北車站,20,8,12,4.69
頂溪,中山,25,10,15,5.35
頂溪,雙連,25,10,15,5.9
頂溪,民權西路,25,10,15,6.43
頂溪,圓山,25,10,15,7.46
頂溪,劍潭,30,12,18,8.98
頂溪,士林,30,12,18,10.07
頂溪,芝山,35,14,21,11.17
頂溪,明德,35,14,21,12.05
頂溪,石牌,35,14,21,12.65
頂溪,唭哩岸,35,14,21,13.91
頂溪,奇岩,40,16,24,14.74
頂溪,北投,40,16,24,15.5
頂溪,新北投,40,16,24,16.53
頂溪,復興崗,45,18,27,17.11
頂溪,忠義,45,18,27,18.56
頂溪,關渡,45,18,27,19.43
頂溪,竹圍,50,20,30,21.57
頂溪,紅樹林,55,22,33,23.48
頂溪,淡水,55,22,33,25.57
頂溪,頂埔,40,16,24,15.71
頂溪,永寧,35,14,21,13.76
頂溪,土城,35,14,21,12.65
頂溪,海山,35,14,21,11.18
頂溪,亞東醫院,30,12,18,9.54
頂溪,府中,30,12,18,8.26
頂溪,板橋,25,10,15,7.61
頂溪,新埔,30,12,18,8.88
頂溪,江子翠,30,12,18,9.05
頂溪,龍山寺,25,10,15,5.97
頂溪,西門,20,8,12,4.65
頂溪,善導寺,25,10,15,5.37
頂溪,忠孝新生,20,8,12,4.92
頂溪,忠孝復興,25,10,15,6.04
頂溪,忠孝敦化,25,10,15,6.7
頂溪,國父紀念館,25,10,15,7.43
頂溪,市政府,30,12,18,8.27
頂溪,永春,30,12,18,9.26
頂溪,後山埤,30,12,18,10.07
頂溪,昆陽,35,14,21,11.44
頂溪,南港,35,14,21,12.86
頂溪,南港展覽館,35,14,21,13.95
頂溪,象山,25,10,15,7.89
頂溪,台北101/世貿,25,10,15,7.15
頂溪,信義安和,25,10,15,6.16
頂溪,大安,25,10,15,5.17
頂溪,大安森林公園,20,8,12,4.38
頂溪,北門,25,10,15,5.47
頂溪,中山,25,10,15,5.35
頂溪,松江南京,25,10,15,6.06
頂溪,南京復興,25,10,15,7.05
頂溪,台北小巨蛋,25,10,15,7.99
頂溪,南京三民,30,12,18,9.19
頂溪,松山,30,12,18,10.54
頂溪,輔大,35,14,21,13.27
頂溪,新莊,35,14,21,11.54
頂溪,頭前庄,30,12,18,10.52
頂溪,先嗇宮,35,14,21,11.79
頂溪,三重,30,12,18,10.28
頂溪,菜寮,30,12,18,9.41
頂溪,台北橋,30,12,18,8.42
頂溪,大橋頭,25,10,15,7.09
頂溪,民權西路,25,10,15,6.43
頂溪,中山國小,25,10,15,7.14
頂溪,行天宮,25,10,15,6.86
頂溪,松江南京,25,10,15,6.06
頂溪,忠孝新生,20,8,12,4.92
頂溪,東門,20,8,12,3.72
頂溪,蘆洲,35,14,21,13.1
頂溪,三民高中,35,14,21,11.94
頂溪,徐匯中學,35,14,21,11.03
頂溪,三和國中,30,12,18,10.2
頂溪,三重國小,30,12,18,8.97
頂溪,迴龍,40,16,24,16.04
頂溪,丹鳳,40,16,24,14.64
頂溪,大坪林,25,10,15,6.83
頂溪,十四張,25,10,15,5.28
頂溪,秀朗橋,20,8,12,4.4
頂溪,景平,20,8,12,3.5
頂溪,景安,20,8,12,2.41
頂溪,中和,20,8,12,3.94
頂溪,橋和,20,8,12,4.57
頂溪,中原,25,10,15,5.31
頂溪,板新,25,10,15,6.71
頂溪,板橋,25,10,15,7.61
頂溪,新埔民生,30,12,18,8.88
頂溪,頭前庄,30,12,18,10.52
頂溪,幸福,35,14,21,11.67
頂溪,新北產業園區,35,14,21,12.91
永安市場,松山機場,30,12,18,10.79
永安市場,中山國中,30,12,18,9.31
永安市場,南京復興,30,12,18,8.38
永安市場,忠孝復興,25,10,15,7.37
永安市場,大安,25,10,15,6.5
永安市場,科技大樓,25,10,15,7.25
永安市場,六張犁,30,12,18,8.38
永安市場,麟光,30,12,18,9.2
永安市場,辛亥,30,12,18,10.8
永安市場,萬芳醫院,35,14,21,11.56
永安市場,萬芳社區,35,14,21,12.7
永安市場,木柵,35,14,21,13.22
永安市場,動物園,35,14,21,13.9
永安市場,大直,35,14,21,13.38
永安市場,劍南路,40,16,24,14.71
永安市場,西湖,40,16,24,15.99
永安市場,港墘,40,16,24,16.82
永安市場,文德,45,18,27,17.83
永安市場,內湖,45,18,27,18.96
永安市場,大湖公園,45,18,27,19.44
永安市場,葫洲,45,18,27,17.82
永安市場,東湖,40,16,24,16.96
永安市場,南港軟體園區,40,16,24,15.92
永安市場,南港展覽館,40,16,24,15.28
永安市場,小碧潭,30,12,18,8.3
永安市場,新店,30,12,18,8.36
永安市場,新店區公所,25,10,15,7.25
永安市場,七張,25,10,15,6.35
永安市場,大坪林,25,10,15,5.5
永安市場,景美,25,10,15,6.65
永安市場,萬隆,25,10,15,6.81
永安市場,公館,25,10,15,5.25
永安市場,台電大樓,20,8,12,4.35
永安市場,古亭,20,8,12,3.47
永安市場,中正紀念堂,20,8,12,4.4
永安市場,小南門,25,10,15,5.16
永安市場,頂溪,20,8,12,1.33
永安市場,永安市場,20,8,12,0
永安市場,景安,20,8,12,1.08
永安市場,南勢角,20,8,12,1.89
永安市場,台大醫院,25,10,15,5.39
永安市場,台北車站,25,10,15,6.02
永安市場,台北車站,25,10,15,6.02
永安市場,中山,25,10,15,6.68
永安市場,雙連,25,10,15,7.23
永安市場,民權西路,25,10,15,7.76
永安市場,圓山,30,12,18,8.79
永安市場,劍潭,30,12,18,10.31
永安市場,士林,35,14,21,11.4
永安市場,芝山,35,14,21,12.5
永安市場,明德,35,14,21,13.38
永安市場,石牌,35,14,21,13.98
永安市場,唭哩岸,40,16,24,15.24
永安市場,奇岩,40,16,24,16.07
永安市場,北投,40,16,24,16.83
永安市場,新北投,45,18,27,17.86
永安市場,復興崗,45,18,27,18.44
永安市場,忠義,45,18,27,19.89
永安市場,關渡,50,20,30,20.76
永安市場,竹圍,50,20,30,22.9
永安市場,紅樹林,55,22,33,24.81
永安市場,淡水,55,22,33,26.9
永安市場,頂埔,40,16,24,14.38
永安市場,永寧,35,14,21,12.43
永安市場,土城,35,14,21,11.32
永安市場,海山,30,12,18,9.85
永安市場,亞東醫院,30,12,18,8.21
永安市場,府中,25,10,15,6.93
永安市場,板橋,25,10,15,6.28
永安市場,新埔,25,10,15,7.55
永安市場,江子翠,30,12,18,8.42
永安市場,龍山寺,25,10,15,7.3
永安市場,西門,25,10,15,5.98
永安市場,善導寺,25,10,15,6.7
永安市場,忠孝新生,25,10,15,6.25
永安市場,忠孝復興,25,10,15,7.37
永安市場,忠孝敦化,30,12,18,8.03
永安市場,國父紀念館,30,12,18,8.76
永安市場,市政府,30,12,18,9.6
永安市場,永春,30,12,18,10.59
永安市場,後山埤,35,14,21,11.4
永安市場,昆陽,35,14,21,12.77
永安市場,南港,40,16,24,14.19
永安市場,南港展覽館,40,16,24,15.28
永安市場,象山,30,12,18,9.22
永安市場,台北101/世貿,30,12,18,8.48
永安市場,信義安和,25,10,15,7.49
永安市場,大安,25,10,15,6.5
永安市場,大安森林公園,25,10,15,5.71
永安市場,北門,25,10,15,6.8
永安市場,中山,25,10,15,6.68
永安市場,松江南京,25,10,15,7.39
永安市場,南京復興,30,12,18,8.38
永安市場,台北小巨蛋,30,12,18,9.32
永安市場,南京三民,30,12,18,10.52
永安市場,松山,35,14,21,11.87
永安市場,輔大,35,14,21,11.94
永安市場,新莊,30,12,18,10.21
永安市場,頭前庄,30,12,18,9.19
永安市場,先嗇宮,30,12,18,10.46
永安市場,三重,35,14,21,11.61
永安市場,菜寮,30,12,18,10.74
永安市場,台北橋,30,12,18,9.75
永安市場,大橋頭,30,12,18,8.42
永安市場,民權西路,25,10,15,7.76
永安市場,中山國小,30,12,18,8.47
永安市場,行天宮,30,12,18,8.19
永安市場,松江南京,25,10,15,7.39
永安市場,忠孝新生,25,10,15,6.25
永安市場,東門,25,10,15,5.05
永安市場,蘆洲,40,16,24,14.43
永安市場,三民高中,35,14,21,13.27
永安市場,徐匯中學,35,14,21,12.36
永安市場,三和國中,35,14,21,11.53
永安市場,三重國小,30,12,18,10.3
永安市場,迴龍,40,16,24,14.71
永安市場,丹鳳,35,14,21,13.31
永安市場,大坪林,25,10,15,5.5
永安市場,十四張,20,8,12,3.95
永安市場,秀朗橋,20,8,12,3.07
永安市場,景平,20,8,12,2.17
永安市場,景安,20,8,12,1.08
永安市場,中和,20,8,12,2.61
永安市場,橋和,20,8,12,3.24
永安市場,中原,20,8,12,3.98
永安市場,板新,25,10,15,5.38
永安市場,板橋,25,10,15,6.28
永安市場,新埔民生,25,10,15,7.55
永安市場,頭前庄,30,12,18,9.19
永安市場,幸福,30,12,18,10.34
永安市場,新北產業園區,35,14,21,11.58
景安,松山機場,35,14,21,11.87
景安,中山國中,30,12,18,10.39
景安,南京復興,30,12,18,9.46
景安,忠孝復興,30,12,18,8.45
景安,大安,25,10,15,7.58
景安,科技大樓,30,12,18,8.33
景安,六張犁,30,12,18,9.46
景安,麟光,30,12,18,10.28
景安,辛亥,35,14,21,11.88
景安,萬芳醫院,35,14,21,12.64
景安,萬芳社區,35,14,21,13.78
景安,木柵,40,16,24,14.3
景安,動物園,40,16,24,14.98
景安,大直,40,16,24,14.46
景安,劍南路,40,16,24,15.79
景安,西湖,45,18,27,17.07
景安,港墘,45,18,27,17.9
景安,文德,45,18,27,18.91
景安,內湖,50,20,30,20.04
景安,大湖公園,50,20,30,20.52
景安,葫洲,45,18,27,18.9
景安,東湖,45,18,27,18.04
景安,南港軟體園區,45,18,27,17.01
景安,南港展覽館,40,16,24,16.36
景安,小碧潭,25,10,15,7.22
景安,新店,25,10,15,7.28
景安,新店區公所,25,10,15,6.17
景安,七張,25,10,15,5.27
景安,大坪林,20,8,12,4.42
景安,景美,25,10,15,5.57
景安,萬隆,25,10,15,6.63
景安,公館,25,10,15,6.33
景安,台電大樓,25,10,15,5.43
景安,古亭,20,8,12,4.55
景安,中正紀念堂,25,10,15,5.48
景安,小南門,25,10,15,6.24
景安,頂溪,20,8,12,2.41
景安,永安市場,20,8,12,1.08
景安,景安,20,8,12,0
景安,南勢角,20,8,12,0.81
景安,台大醫院,25,10,15,6.47
景安,台北車站,25,10,15,7.1
景安,台北車站,25,10,15,7.1
景安,中山,25,10,15,7.76
景安,雙連,30,12,18,8.31
景安,民權西路,30,12,18,8.84
景安,圓山,30,12,18,9.87
景安,劍潭,35,14,21,11.39
景安,士林,35,14,21,12.48
景安,芝山,35,14,21,13.58
景安,明德,40,16,24,14.46
景安,石牌,40,16,24,15.06
景安,唭哩岸,40,16,24,16.32
景安,奇岩,45,18,27,17.15
景安,北投,45,18,27,17.91
景安,新北投,45,18,27,18.94
景安,復興崗,45,18,27,19.52
景安,忠義,50,20,30,20.97
景安,關渡,50,20,30,21.84
景安,竹圍,55,22,33,23.98
景安,紅樹林,55,22,33,25.89
景安,淡水,60,24,36,27.98
景安,頂埔,35,14,21,13.3
景安,永寧,35,14,21,11.35
景安,土城,30,12,18,10.24
景安,海山,30,12,18,8.77
景安,亞東醫院,25,10,15,7.13
景安,府中,25,10,15,5.85
景安,板橋,25,10,15,5.2
景安,新埔,25,10,15,6.47
景安,江子翠,25,10,15,7.34
景安,龍山寺,30,12,18,8.38
景安,西門,25,10,15,7.06
景安,善導寺,25,10,15,7.78
景安,忠孝新生,25,10,15,7.33
景安,忠孝復興,30,12,18,8.45
景安,忠孝敦化,30,12,18,9.11
景安,國父紀念館,30,12,18,9.84
景安,市政府,30,12,18,10.68
景安,永春,35,14,21,11.67
景安,後山埤,35,14,21,12.48
景安,昆陽,35,14,21,13.85
景安,南港,40,16,24,15.27
景安,南港展覽館,40,16,24,16.36
景安,象山,30,12,18,10.3
景安,台北101/世貿,30,12,18,9.56
景安,信義安和,30,12,18,8.57
景安,大安,25,10,15,7.58
景安,大安森林公園,25,10,15,6.79
景安,北門,25,10,15,7.88
景安,中山,25,10,15,7.76
景安,松江南京,30,12,18,8.47
景安,南京復興,30,12,18,9.46
景安,台北小巨蛋,30,12,18,10.4
景安,南京三民,35,14,21,11.6
景安,松山,35,14,21,12.95
景安,輔大,30,12,18,10.86
景安,新莊,30,12,18,9.13
景安,頭前庄,30,12,18,8.11
景安,先嗇宮,30,12,18,9.38
景安,三重,35,14,21,11.1
景安,菜寮,35,14,21,11.82
景安,台北橋,30,12,18,10.83
景安,大橋頭,30,12,18,9.5
景安,民權西路,30,12,18,8.84
景安,中山國小,30,12,18,9.55
景安,行天宮,30,12,18,9.27
景安,松江南京,30,12,18,8.47
景安,忠孝新生,25,10,15,7.33
景安,東門,25,10,15,6.13
景安,蘆洲,40,16,24,15.51
景安,三民高中,40,16,24,14.35
景安,徐匯中學,35,14,21,13.44
景安,三和國中,35,14,21,12.61
景安,三重國小,35,14,21,11.38
景安,迴龍,35,14,21,13.63
景安,丹鳳,35,14,21,12.23
景安,大坪林,20,8,12,4.42
景安,十四張,20,8,12,2.87
景安,秀朗橋,20,8,12,1.99
景安,景平,20,8,12,1.09
景安,景安,20,8,12,0
景安,中和,20,8,12,1.53
景安,橋和,20,8,12,2.16
景安,中原,20,8,12,2.9
景安,板新,20,8,12,4.3
景安,板橋,25,10,15,5.2
景安,新埔民生,25,10,15,6.47
景安,頭前庄,30,12,18,8.11
景安,幸福,30,12,18,9.26
景安,新北產業園區,30,12,18,10.5
南勢角,松山機場,35,14,21,12.68
南勢角,中山國中,35,14,21,11.2
南勢角,南京復興,30,12,18,10.27
南勢角,忠孝復興,30,12,18,9.26
南勢角,大安,30,12,18,8.39
南勢角,科技大樓,30,12,18,9.14
南勢角,六張犁,30,12,18,10.27
南勢角,麟光,35,14,21,11.09
南勢角,辛亥,35,14,21,12.69
南勢角,萬芳醫院,35,14,21,13.45
南勢角,萬芳社區,40,16,24,14.59
南勢角,木柵,40,16,24,15.11
南勢角,動物園,40,16,24,15.79
南勢角,大直,40,16,24,15.27
南勢角,劍南路,40,16,24,16.6
南勢角,西湖,45,18,27,17.88
南勢角,港墘,45,18,27,18.71
南勢角,文德,45,18,27,19.72
南勢角,內湖,50,20,30,20.85
南勢角,大湖公園,50,20,30,21.33
南勢角,葫洲,45,18,27,19.71
南勢角,東湖,45,18,27,18.85
南勢角,南港軟體園區,45,18,27,17.81
南勢角,南港展覽館,45,18,27,17.17
南勢角,小碧潭,30,12,18,8.03
南勢角,新店,30,12,18,8.09
南勢角,新店區公所,25,10,15,6.98
南勢角,七張,25,10,15,6.08
南勢角,大坪林,25,10,15,5.23
南勢角,景美,25,10,15,6.38
南勢角,萬隆,25,10,15,7.44
南勢角,公館,25,10,15,7.14
南勢角,台電大樓,25,10,15,6.24
南勢角,古亭,25,10,15,5.36
南勢角,中正紀念堂,25,10,15,6.29
南勢角,小南門,25,10,15,7.05
南勢角,頂溪,20,8,12,3.22
南勢角,永安市場,20,8,12,1.89
南勢角,景安,20,8,12,0.81
南勢角,南勢角,20,8,12,0
南勢角,台大醫院,25,10,15,7.28
南勢角,台北車站,25,10,15,7.91
南勢角,台北車站,25,10,15,7.91
南勢角,中山,30,12,18,8.57
南勢角,雙連,30,12,18,9.12
南勢角,民權西路,30,12,18,9.65
南勢角,圓山,30,12,18,10.68
南勢角,劍潭,35,14,21,12.2
南勢角,士林,35,14,21,13.29
南勢角,芝山,40,16,24,14.39
南勢角,明德,40,16,24,15.27
南勢角,石牌,40,16,24,15.87
南勢角,唭哩岸,45,18,27,17.13
南勢角,奇岩,45,18,27,17.96
南勢角,北投,45,18,27,18.72
南勢角,新北投,45,18,27,19.75
南勢角,復興崗,50,20,30,20.33
南勢角,忠義,50,20,30,21.78
南勢角,關渡,50,20,30,22.65
南勢角,竹圍,55,22,33,24.79
南勢角,紅樹林,55,22,33,26.7
南勢角,淡水,60,24,36,28.79
南勢角,頂埔,40,16,24,14.11
南勢角,永寧,35,14,21,12.16
南勢角,土城,35,14,21,11.05
南勢角,海山,30,12,18,9.58
南勢角,亞東醫院,25,10,15,7.94
南勢角,府中,25,10,15,6.66
南勢角,板橋,25,10,15,6.01
南勢角,新埔,25,10,15,7.28
南勢角,江子翠,30,12,18,8.15
南勢角,龍山寺,30,12,18,9.19
南勢角,西門,25,10,15,7.87
南勢角,善導寺,30,12,18,8.59
南勢角,忠孝新生,30,12,18,8.14
南勢角,忠孝復興,30,12,18,9.26
南勢角,忠孝敦化,30,12,18,9.92
南勢角,國父紀念館,30,12,18,10.65
南勢角,市政府,35,14,21,11.49
南勢角,永春,35,14,21,12.48
南勢角,後山埤,35,14,21,13.29
南勢角,昆陽,40,16,24,14.66
南勢角,南港,40,16,24,16.08
南勢角,南港展覽館,45,18,27,17.17
南勢角,象山,35,14,21,11.11
南勢角,台北101/世貿,30,12,18,10.37
南勢角,信義安和,30,12,18,9.38
南勢角,大安,30,12,18,8.39
南勢角,大安森林公園,25,10,15,7.6
南勢角,北門,30,12,18,8.69
南勢角,中山,30,12,18,8.57
南勢角,松江南京,30,12,18,9.28
南勢角,南京復興,30,12,18,10.27
南勢角,台北小巨蛋,35,14,21,11.21
南勢角,南京三民,35,14,21,12.41
南勢角,松山,35,14,21,13.76
南勢角,輔大,35,14,21,11.67
南勢角,新莊,30,12,18,9.94
南勢角,頭前庄,30,12,18,8.92
南勢角,先嗇宮,30,12,18,10.19
南勢角,三重,35,14,21,11.91
南勢角,菜寮,35,14,21,12.63
南勢角,台北橋,35,14,21,11.64
南勢角,大橋頭,30,12,18,10.31
南勢角,民權西路,30,12,18,9.65
南勢角,中山國小,30,12,18,10.36
南勢角,行天宮,30,12,18,10.08
南勢角,松江南京,30,12,18,9.28
南勢角,忠孝新生,30,12,18,8.14
南勢角,東門,25,10,15,6.94
南勢角,蘆洲,40,16,24,16.32
南勢角,三民高中,40,16,24,15.16
南勢角,徐匯中學,40,16,24,14.25
南勢角,三和國中,35,14,21,13.42
南勢角,三重國小,35,14,21,12.19
南勢角,迴龍,40,16,24,14.44
南勢角,丹鳳,35,14,21,13.04
南勢角,大坪林,25,10,15,5.23
南勢角,十四張,20,8,12,3.68
南勢角,秀朗橋,20,8,12,2.8
南勢角,景平,20,8,12,1.9
南勢角,景安,20,8,12,0.81
南勢角,中和,20,8,12,2.34
南勢角,橋和,20,8,12,2.97
南勢角,中原,20,8,12,3.71
南勢角,板新,25,10,15,5.11
南勢角,板橋,25,10,15,6.01
南勢角,新埔民生,25,10,15,7.28
南勢角,頭前庄,30,12,18,8.92
南勢角,幸福,30,12,18,10.07
南勢角,新北產業園區,35,14,21,11.31
台大醫院,松山機場,25,10,15,5.99
台大醫院,中山國中,20,8,12,4.51
台大醫院,南京復興,20,8,12,3.58
台大醫院,忠孝復興,20,8,12,3.37
台大醫院,大安,20,8,12,4.01
台大醫院,科技大樓,20,8,12,4.75
台大醫院,六張犁,25,10,15,5.89
台大醫院,麟光,25,10,15,6.71
台大醫院,辛亥,30,12,18,8.3
台大醫院,萬芳醫院,30,12,18,9.06
台大醫院,萬芳社區,30,12,18,10.21
台大醫院,木柵,30,12,18,10.72
台大醫院,動物園,35,14,21,11.4
台大醫院,大直,30,12,18,8.57
台大醫院,劍南路,30,12,18,9.9
台大醫院,西湖,35,14,21,11.19
台大醫院,港墘,35,14,21,12.01
台大醫院,文德,35,14,21,13.02
台大醫院,內湖,40,16,24,14.15
台大醫院,大湖公園,40,16,24,15.02
台大醫院,葫洲,35,14,21,13.82
台大醫院,東湖,35,14,21,12.97
台大醫院,南港軟體園區,35,14,21,11.93
台大醫院,南港展覽館,35,14,21,11.28
台大醫院,小碧潭,30,12,18,10.26
台大醫院,新店,30,12,18,10.33
台大醫院,新店區公所,30,12,18,9.22
台大醫院,七張,30,12,18,8.32
台大醫院,大坪林,25,10,15,7.47
台大醫院,景美,25,10,15,6.32
台大醫院,萬隆,25,10,15,5.26
台大醫院,公館,20,8,12,3.7
台大醫院,台電大樓,20,8,12,2.8
台大醫院,古亭,20,8,12,1.92
台大醫院,中正紀念堂,20,8,12,0.99
台大醫院,小南門,20,8,12,1.75
台大醫院,頂溪,20,8,12,4.06
台大醫院,永安市場,25,10,15,5.39
台大醫院,景安,25,10,15,6.47
台大醫院,南勢角,25,10,15,7.28
台大醫院,台大醫院,20,8,12,0
台大醫院,台北車站,20,8,12,0.63
台大醫院,台北車站,20,8,12,0.63
台大醫院,中山,20,8,12,1.29
台大醫院,雙連,20,8,12,1.84
台大醫院,民權西路,20,8,12,2.37
台大醫院,圓山,20,8,12,3.4
台大醫院,劍潭,20,8,12,4.92
台大醫院,士林,25,10,15,6.01
台大醫院,芝山,25,10,15,7.11
台大醫院,明德,25,10,15,7.99
台大醫院,石牌,30,12,18,8.59
台大醫院,唭哩岸,30,12,18,9.85
台大醫院,奇岩,30,12,18,10.68
台大醫院,北投,35,14,21,11.44
台大醫院,新北投,35,14,21,12.47
台大醫院,復興崗,35,14,21,13.05
台大醫院,忠義,40,16,24,14.5
台大醫院,關渡,40,16,24,15.37
台大醫院,竹圍,45,18,27,17.51
台大醫院,紅樹林,45,18,27,19.42
台大醫院,淡水,50,20,30,21.51
台大醫院,頂埔,40,16,24,16.62
台大醫院,永寧,40,16,24,14.67
台大醫院,土城,35,14,21,13.56
台大醫院,海山,35,14,21,12.09
台大醫院,亞東醫院,30,12,18,10.45
台大醫院,府中,30,12,18,9.17
台大醫院,板橋,30,12,18,8.52
台大醫院,新埔,25,10,15,7.24
台大醫院,江子翠,25,10,15,6.37
台大醫院,龍山寺,20,8,12,3.29
台大醫院,西門,20,8,12,1.98
台大醫院,善導寺,20,8,12,1.31
台大醫院,忠孝新生,20,8,12,2.25
台大醫院,忠孝復興,20,8,12,3.37
台大醫院,忠孝敦化,20,8,12,4.04
台大醫院,國父紀念館,20,8,12,4.77
台大醫院,市政府,25,10,15,5.61
台大醫院,永春,25,10,15,6.59
台大醫院,後山埤,25,10,15,7.41
台大醫院,昆陽,30,12,18,8.77
台大醫院,南港,30,12,18,10.19
台大醫院,南港展覽館,35,14,21,11.28
台大醫院,象山,25,10,15,6.72
台大醫院,台北101/世貿,25,10,15,5.99
台大醫院,信義安和,20,8,12,4.99
台大醫院,大安,20,8,12,4.01
台大醫院,大安森林公園,20,8,12,3.22
台大醫院,北門,20,8,12,2.55
台大醫院,中山,20,8,12,1.29
台大醫院,松江南京,20,8,12,2.59
台大醫院,南京復興,20,8,12,3.58
台大醫院,台北小巨蛋,20,8,12,4.52
台大醫院,南京三民,25,10,15,5.71
台大醫院,松山,25,10,15,7.07
台大醫院,輔大,35,14,21,11.63
台大醫院,新莊,30,12,18,9.89
台大醫院,頭前庄,30,12,18,8.87
台大醫院,先嗇宮,25,10,15,7.94
台大醫院,三重,25,10,15,6.22
台大醫院,菜寮,25,10,15,5.35
台大醫院,台北橋,20,8,12,4.36
台大醫院,大橋頭,20,8,12,3.03
台大醫院,民權西路,20,8,12,2.37
台大醫院,中山國小,20,8,12,3.08
台大醫院,行天宮,20,8,12,3.38
台大醫院,松江南京,20,8,12,2.59
台大醫院,忠孝新生,20,8,12,2.25
台大醫院,東門,20,8,12,2.55
台大醫院,蘆洲,30,12,18,9.04
台大醫院,三民高中,25,10,15,7.88
台大醫院,徐匯中學,25,10,15,6.97
台大醫院,三和國中,25,10,15,6.14
台大醫院,三重國小,20,8,12,4.91
台大醫院,迴龍,40,16,24,14.4
台大醫院,丹鳳,35,14,21,13
台大醫院,大坪林,25,10,15,7.47
台大醫院,十四張,30,12,18,9.02
台大醫院,秀朗橋,30,12,18,8.46
台大醫院,景平,25,10,15,7.56
台大醫院,景安,25,10,15,6.47
台大醫院,中和,25,10,15,8
台大醫院,橋和,30,12,18,8.63
台大醫院,中原,30,12,18,9.37
台大醫院,板新,30,12,18,9.41
台大醫院,板橋,30,12,18,8.52
台大醫院,新埔民生,25,10,15,7.24
台大醫院,頭前庄,30,12,18,8.87
台大醫院,幸福,30,12,18,10.03
台大醫院,新北產業園區,35,14,21,11.27
台北車站,松山機場,25,10,15,5.36
台北車站,中山國中,20,8,12,3.88
台北車站,南京復興,20,8,12,2.95
台北車站,忠孝復興,20,8,12,2.74
台北車站,大安,20,8,12,3.63
台北車站,科技大樓,20,8,12,4.38
台北車站,六張犁,25,10,15,5.51
台北車站,麟光,25,10,15,6.33
台北車站,辛亥,25,10,15,7.93
台北車站,萬芳醫院,30,12,18,8.69
台北車站,萬芳社區,30,12,18,9.83
台北車站,木柵,30,12,18,10.35
台北車站,動物園,35,14,21,11.03
台北車站,大直,25,10,15,7.94
台北車站,劍南路,30,12,18,9.27
台北車站,西湖,30,12,18,10.56
台北車站,港墘,35,14,21,11.38
台北車站,文德,35,14,21,12.39
台北車站,內湖,35,14,21,13.52
台北車站,大湖公園,40,16,24,14.39
台北車站,葫洲,35,14,21,13.19
台北車站,東湖,35,14,21,12.34
台北車站,南港軟體園區,35,14,21,11.3
台北車站,南港展覽館,30,12,18,10.65
台北車站,小碧潭,30,12,18,10.89
